Run,Model,Fold,Accuracy,Precision,Recall,F1_Score
1,LogisticRegression,2,0.8371428571428572,0.8268156424581006,0.8505747126436781,0.8385269121813032
1,LogisticRegression,3,0.8342857142857143,0.8063583815028902,0.850609756097561,0.827893175074184
1,LogisticRegression,4,0.8457142857142858,0.829971181556196,0.8545994065281899,0.8421052631578947
1,LogisticRegression,5,0.8442857142857143,0.8370165745856354,0.8583569405099151,0.8475524475524475
1,LogisticRegression,6,0.8428571428571429,0.8269720101781171,0.885558583106267,0.8552631578947368
1,LogisticRegression,7,0.8242857142857143,0.8191489361702128,0.8484848484848485,0.8335588633288228
1,LogisticRegression,8,0.84,0.8205128205128205,0.8545994065281899,0.8372093023255814
1,LogisticRegression,9,0.8442857142857143,0.8169398907103825,0.8768328445747801,0.8458274398868458
1,LogisticRegression,10,0.8428571428571429,0.835195530726257,0.8542857142857143,0.844632768361582
1,XGBoost,1,0.9214285714285714,0.9090909090909092,0.9281437125748504,0.9185185185185184
1,XGBoost,2,0.9285714285714286,0.9382352941176472,0.9166666666666666,0.9273255813953488
1,XGBoost,3,0.9371428571428572,0.9329268292682928,0.9329268292682928,0.9329268292682928
1,XGBoost,4,0.93,0.9390243902439024,0.913946587537092,0.9263157894736842
1,XGBoost,5,0.9342857142857144,0.9398280802292264,0.9291784702549576,0.9344729344729344
1,XGBoost,6,0.94,0.9526462395543176,0.9318801089918256,0.9421487603305784
1,XGBoost,7,0.9471428571428572,0.9527777777777776,0.9449035812672176,0.9488243430152145
1,XGBoost,8,0.9414285714285714,0.94311377245509,0.9347181008902076,0.9388971684053652
1,XGBoost,9,0.9342857142857144,0.935103244837758,0.9296187683284456,0.9323529411764706
1,XGBoost,10,0.9285714285714286,0.9310344827586208,0.9257142857142856,0.9283667621776504
1,RandomForest,1,0.9342857142857144,0.9285714285714286,0.934131736526946,0.9313432835820896
1,RandomForest,2,0.9285714285714286,0.940828402366864,0.913793103448276,0.9271137026239068
1,RandomForest,3,0.9414285714285714,0.9415384615384615,0.9329268292682928,0.9372128637059725
1,RandomForest,4,0.9328571428571428,0.9447852760736196,0.913946587537092,0.9291101055806938
1,RandomForest,5,0.94,0.9533527696793004,0.9263456090651558,0.9396551724137931
1,RandomForest,6,0.9371428571428572,0.9473684210526316,0.9318801089918256,0.9395604395604396
1,RandomForest,7,0.9457142857142856,0.9501385041551248,0.9449035812672176,0.947513812154696
1,RandomForest,8,0.9371428571428572,0.9425981873111784,0.9258160237388724,0.934131736526946
1,RandomForest,9,0.93,0.9294117647058824,0.9266862170087976,0.9280469897209984
1,RandomForest,10,0.9357142857142856,0.9446064139941692,0.9257142857142856,0.935064935064935
1,LightGBM,1,0.9242857142857144,0.9096209912536444,0.934131736526946,0.9217134416543574
1,LightGBM,2,0.9214285714285714,0.9373134328358208,0.9022988505747126,0.9194729136163984
1,LightGBM,3,0.9457142857142856,0.9475308641975309,0.9359756097560976,0.941717791411043
1,LightGBM,4,0.93,0.9444444444444444,0.9080118694362018,0.9258698940998488
1,LightGBM,5,0.9328571428571428,0.9421965317919077,0.923512747875354,0.932761087267525
1,LightGBM,6,0.93,0.9344262295081968,0.9318801089918256,0.9331514324693042
1,LightGBM,7,0.9457142857142856,0.9526462395543176,0.9421487603305784,0.9473684210526316
1,LightGBM,8,0.9342857142857144,0.9369369369369368,0.9258160237388724,0.9313432835820896
1,LightGBM,9,0.9314285714285714,0.9321533923303836,0.9266862170087976,0.9294117647058824
1,LightGBM,10,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428
2,KNN,1,0.9157142857142856,0.9008746355685132,0.9251497005988024,0.912850812407681
2,KNN,2,0.9057142857142856,0.8938547486033519,0.9195402298850576,0.906515580736544
2,KNN,3,0.9,0.8685714285714285,0.926829268292683,0.8967551622418879
2,KNN,4,0.9071428571428573,0.9047619047619048,0.9020771513353116,0.9034175334323924
2,KNN,5,0.8914285714285715,0.8815426997245179,0.906515580736544,0.8938547486033519
2,KNN,6,0.9042857142857142,0.8968253968253969,0.9237057220708448,0.9100671140939596
2,KNN,7,0.9157142857142856,0.9086021505376344,0.931129476584022,0.9197278911564626
2,KNN,8,0.9085714285714286,0.8979591836734694,0.913946587537092,0.9058823529411764
2,KNN,9,0.9228571428571428,0.9088319088319088,0.935483870967742,0.9219653179190752
2,KNN,10,0.8885714285714286,0.8695652173913043,0.9142857142857144,0.8913649025069638
2,SVM,1,0.9228571428571428,0.9347826086956522,0.9011976047904192,0.9176829268292684
2,SVM,2,0.9271428571428572,0.940652818991098,0.9109195402298852,0.9255474452554744
2,SVM,3,0.9257142857142856,0.9394904458598726,0.899390243902439,0.9190031152647976
2,SVM,4,0.9157142857142856,0.9371069182389936,0.884272997032641,0.9099236641221374
2,SVM,5,0.9171428571428571,0.9402985074626866,0.8923512747875354,0.9156976744186046
2,SVM,6,0.9242857142857144,0.9485714285714286,0.904632152588556,0.9260808926080892
2,SVM,7,0.9385714285714286,0.9651162790697676,0.9146005509641874,0.9391796322489392
2,SVM,8,0.9285714285714286,0.9555555555555556,0.8931750741839762,0.9233128834355828
2,SVM,9,0.93,0.945121951219512,0.9090909090909092,0.9267563527653214
2,SVM,10,0.93,0.9465875370919882,0.9114285714285716,0.9286754002911208
2,CatBoost,1,0.9314285714285714,0.925595238095238,0.9311377245508982,0.928358208955224
2,CatBoost,2,0.9257142857142856,0.9404761904761904,0.9080459770114944,0.9239766081871345
2,CatBoost,3,0.9328571428571428,0.9270516717325228,0.929878048780488,0.928462709284627
2,CatBoost,4,0.9214285714285714,0.937888198757764,0.8961424332344213,0.9165402124430956
2,CatBoost,5,0.9314285714285714,0.9446064139941692,0.9178470254957508,0.9310344827586208
2,CatBoost,6,0.9314285714285714,0.9393939393939394,0.9291553133514986,0.9342465753424658
2,CatBoost,7,0.9385714285714286,0.9419889502762432,0.9393939393939394,0.9406896551724138
2,CatBoost,8,0.9357142857142856,0.9319526627218936,0.9347181008902076,0.9333333333333332
2,CatBoost,9,0.9342857142857144,0.9376854599406528,0.9266862170087976,0.9321533923303836
2,CatBoost,10,0.9271428571428572,0.9358600583090378,0.9171428571428571,0.9264069264069263
2,LogisticRegression,1,0.8357142857142857,0.7844155844155845,0.9041916167664672,0.8400556328233658
2,LogisticRegression,2,0.8371428571428572,0.8268156424581006,0.8505747126436781,0.8385269121813032
2,LogisticRegression,3,0.8342857142857143,0.8063583815028902,0.850609756097561,0.827893175074184
2,LogisticRegression,4,0.8457142857142858,0.829971181556196,0.8545994065281899,0.8421052631578947
2,LogisticRegression,5,0.8442857142857143,0.8370165745856354,0.8583569405099151,0.8475524475524475
2,LogisticRegression,6,0.8428571428571429,0.8269720101781171,0.885558583106267,0.8552631578947368
2,LogisticRegression,7,0.8242857142857143,0.8191489361702128,0.8484848484848485,0.8335588633288228
2,LogisticRegression,8,0.84,0.8205128205128205,0.8545994065281899,0.8372093023255814
2,LogisticRegression,9,0.8442857142857143,0.8169398907103825,0.8768328445747801,0.8458274398868458
2,LogisticRegression,10,0.8428571428571429,0.835195530726257,0.8542857142857143,0.844632768361582
2,XGBoost,1,0.9214285714285714,0.9090909090909092,0.9281437125748504,0.9185185185185184
2,XGBoost,2,0.9285714285714286,0.9382352941176472,0.9166666666666666,0.9273255813953488
2,XGBoost,3,0.9371428571428572,0.9329268292682928,0.9329268292682928,0.9329268292682928
2,XGBoost,4,0.93,0.9390243902439024,0.913946587537092,0.9263157894736842
2,XGBoost,5,0.9342857142857144,0.9398280802292264,0.9291784702549576,0.9344729344729344
2,XGBoost,6,0.94,0.9526462395543176,0.9318801089918256,0.9421487603305784
2,XGBoost,7,0.9471428571428572,0.9527777777777776,0.9449035812672176,0.9488243430152145
2,XGBoost,8,0.9414285714285714,0.94311377245509,0.9347181008902076,0.9388971684053652
2,XGBoost,9,0.9342857142857144,0.935103244837758,0.9296187683284456,0.9323529411764706
2,XGBoost,10,0.9285714285714286,0.9310344827586208,0.9257142857142856,0.9283667621776504
2,RandomForest,1,0.9342857142857144,0.9285714285714286,0.934131736526946,0.9313432835820896
2,RandomForest,2,0.9285714285714286,0.940828402366864,0.913793103448276,0.9271137026239068
2,RandomForest,3,0.9414285714285714,0.9415384615384615,0.9329268292682928,0.9372128637059725
2,RandomForest,4,0.9328571428571428,0.9447852760736196,0.913946587537092,0.9291101055806938
2,RandomForest,5,0.94,0.9533527696793004,0.9263456090651558,0.9396551724137931
2,RandomForest,6,0.9371428571428572,0.9473684210526316,0.9318801089918256,0.9395604395604396
2,RandomForest,7,0.9457142857142856,0.9501385041551248,0.9449035812672176,0.947513812154696
2,RandomForest,8,0.9371428571428572,0.9425981873111784,0.9258160237388724,0.934131736526946
2,RandomForest,9,0.93,0.9294117647058824,0.9266862170087976,0.9280469897209984
2,RandomForest,10,0.9357142857142856,0.9446064139941692,0.9257142857142856,0.935064935064935
2,LightGBM,1,0.9242857142857144,0.9096209912536444,0.934131736526946,0.9217134416543574
2,LightGBM,2,0.9214285714285714,0.9373134328358208,0.9022988505747126,0.9194729136163984
2,LightGBM,3,0.9457142857142856,0.9475308641975309,0.9359756097560976,0.941717791411043
2,LightGBM,4,0.93,0.9444444444444444,0.9080118694362018,0.9258698940998488
2,LightGBM,5,0.9328571428571428,0.9421965317919077,0.923512747875354,0.932761087267525
2,LightGBM,6,0.93,0.9344262295081968,0.9318801089918256,0.9331514324693042
2,LightGBM,7,0.9457142857142856,0.9526462395543176,0.9421487603305784,0.9473684210526316
2,LightGBM,8,0.9342857142857144,0.9369369369369368,0.9258160237388724,0.9313432835820896
2,LightGBM,9,0.9314285714285714,0.9321533923303836,0.9266862170087976,0.9294117647058824
2,LightGBM,10,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428
3,KNN,1,0.9157142857142856,0.9008746355685132,0.9251497005988024,0.912850812407681
3,KNN,2,0.9057142857142856,0.8938547486033519,0.9195402298850576,0.906515580736544
3,KNN,3,0.9,0.8685714285714285,0.926829268292683,0.8967551622418879
3,KNN,4,0.9071428571428573,0.9047619047619048,0.9020771513353116,0.9034175334323924
3,KNN,5,0.8914285714285715,0.8815426997245179,0.906515580736544,0.8938547486033519
3,KNN,6,0.9042857142857142,0.8968253968253969,0.9237057220708448,0.9100671140939596
3,KNN,7,0.9157142857142856,0.9086021505376344,0.931129476584022,0.9197278911564626
3,KNN,8,0.9085714285714286,0.8979591836734694,0.913946587537092,0.9058823529411764
3,KNN,9,0.9228571428571428,0.9088319088319088,0.935483870967742,0.9219653179190752
3,KNN,10,0.8885714285714286,0.8695652173913043,0.9142857142857144,0.8913649025069638
3,SVM,1,0.9228571428571428,0.9347826086956522,0.9011976047904192,0.9176829268292684
3,SVM,2,0.9271428571428572,0.940652818991098,0.9109195402298852,0.9255474452554744
3,SVM,3,0.9257142857142856,0.9394904458598726,0.899390243902439,0.9190031152647976
3,SVM,4,0.9157142857142856,0.9371069182389936,0.884272997032641,0.9099236641221374
3,SVM,5,0.9171428571428571,0.9402985074626866,0.8923512747875354,0.9156976744186046
3,SVM,6,0.9242857142857144,0.9485714285714286,0.904632152588556,0.9260808926080892
3,SVM,7,0.9385714285714286,0.9651162790697676,0.9146005509641874,0.9391796322489392
3,SVM,8,0.9285714285714286,0.9555555555555556,0.8931750741839762,0.9233128834355828
3,SVM,9,0.93,0.945121951219512,0.9090909090909092,0.9267563527653214
3,SVM,10,0.93,0.9465875370919882,0.9114285714285716,0.9286754002911208
3,CatBoost,1,0.9314285714285714,0.925595238095238,0.9311377245508982,0.928358208955224
3,CatBoost,2,0.9257142857142856,0.9404761904761904,0.9080459770114944,0.9239766081871345
3,CatBoost,3,0.9328571428571428,0.9270516717325228,0.929878048780488,0.928462709284627
3,CatBoost,4,0.9214285714285714,0.937888198757764,0.8961424332344213,0.9165402124430956
3,CatBoost,5,0.9314285714285714,0.9446064139941692,0.9178470254957508,0.9310344827586208
3,CatBoost,6,0.9314285714285714,0.9393939393939394,0.9291553133514986,0.9342465753424658
3,CatBoost,7,0.9385714285714286,0.9419889502762432,0.9393939393939394,0.9406896551724138
3,CatBoost,8,0.9357142857142856,0.9319526627218936,0.9347181008902076,0.9333333333333332
3,CatBoost,9,0.9342857142857144,0.9376854599406528,0.9266862170087976,0.9321533923303836
3,CatBoost,10,0.9271428571428572,0.9358600583090378,0.9171428571428571,0.9264069264069263
3,LogisticRegression,1,0.8357142857142857,0.7844155844155845,0.9041916167664672,0.8400556328233658
3,LogisticRegression,2,0.8371428571428572,0.8268156424581006,0.8505747126436781,0.8385269121813032
3,LogisticRegression,3,0.8342857142857143,0.8063583815028902,0.850609756097561,0.827893175074184
3,LogisticRegression,4,0.8457142857142858,0.829971181556196,0.8545994065281899,0.8421052631578947
3,LogisticRegression,5,0.8442857142857143,0.8370165745856354,0.8583569405099151,0.8475524475524475
3,LogisticRegression,6,0.8428571428571429,0.8269720101781171,0.885558583106267,0.8552631578947368
3,LogisticRegression,7,0.8242857142857143,0.8191489361702128,0.8484848484848485,0.8335588633288228
3,LogisticRegression,8,0.84,0.8205128205128205,0.8545994065281899,0.8372093023255814
3,LogisticRegression,9,0.8442857142857143,0.8169398907103825,0.8768328445747801,0.8458274398868458
3,LogisticRegression,10,0.8428571428571429,0.835195530726257,0.8542857142857143,0.844632768361582
3,XGBoost,1,0.9214285714285714,0.9090909090909092,0.9281437125748504,0.9185185185185184
3,XGBoost,2,0.9285714285714286,0.9382352941176472,0.9166666666666666,0.9273255813953488
3,XGBoost,3,0.9371428571428572,0.9329268292682928,0.9329268292682928,0.9329268292682928
3,XGBoost,4,0.93,0.9390243902439024,0.913946587537092,0.9263157894736842
3,XGBoost,5,0.9342857142857144,0.9398280802292264,0.9291784702549576,0.9344729344729344
3,XGBoost,6,0.94,0.9526462395543176,0.9318801089918256,0.9421487603305784
3,XGBoost,7,0.9471428571428572,0.9527777777777776,0.9449035812672176,0.9488243430152145
3,XGBoost,8,0.9414285714285714,0.94311377245509,0.9347181008902076,0.9388971684053652
3,XGBoost,9,0.9342857142857144,0.935103244837758,0.9296187683284456,0.9323529411764706
3,XGBoost,10,0.9285714285714286,0.9310344827586208,0.9257142857142856,0.9283667621776504
3,RandomForest,1,0.9342857142857144,0.9285714285714286,0.934131736526946,0.9313432835820896
3,RandomForest,2,0.9285714285714286,0.940828402366864,0.913793103448276,0.9271137026239068
3,RandomForest,3,0.9414285714285714,0.9415384615384615,0.9329268292682928,0.9372128637059725
3,RandomForest,4,0.9328571428571428,0.9447852760736196,0.913946587537092,0.9291101055806938
3,RandomForest,5,0.94,0.9533527696793004,0.9263456090651558,0.9396551724137931
3,RandomForest,6,0.9371428571428572,0.9473684210526316,0.9318801089918256,0.9395604395604396
3,RandomForest,7,0.9457142857142856,0.9501385041551248,0.9449035812672176,0.947513812154696
3,RandomForest,8,0.9371428571428572,0.9425981873111784,0.9258160237388724,0.934131736526946
3,RandomForest,9,0.93,0.9294117647058824,0.9266862170087976,0.9280469897209984
3,RandomForest,10,0.9357142857142856,0.9446064139941692,0.9257142857142856,0.935064935064935
3,LightGBM,1,0.9242857142857144,0.9096209912536444,0.934131736526946,0.9217134416543574
3,LightGBM,2,0.9214285714285714,0.9373134328358208,0.9022988505747126,0.9194729136163984
3,LightGBM,3,0.9457142857142856,0.9475308641975309,0.9359756097560976,0.941717791411043
3,LightGBM,4,0.93,0.9444444444444444,0.9080118694362018,0.9258698940998488
3,LightGBM,5,0.9328571428571428,0.9421965317919077,0.923512747875354,0.932761087267525
3,LightGBM,6,0.93,0.9344262295081968,0.9318801089918256,0.9331514324693042
3,LightGBM,7,0.9457142857142856,0.9526462395543176,0.9421487603305784,0.9473684210526316
3,LightGBM,8,0.9342857142857144,0.9369369369369368,0.9258160237388724,0.9313432835820896
3,LightGBM,9,0.9314285714285714,0.9321533923303836,0.9266862170087976,0.9294117647058824
3,LightGBM,10,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428
1,GPT2,1,0.9014285714285716,0.8809523809523809,0.9222873900293256,0.9011461318051576
1,GPT2,2,0.9014285714285716,0.9,0.8973607038123167,0.8986784140969163
1,GPT2,3,0.8871428571428571,0.9253246753246752,0.8357771260997068,0.8782742681047766
1,GPT2,4,0.9135714285714286,0.9403453689167977,0.8782991202346041,0.9082638362395754
1,GPT2,5,0.9057142857142856,0.902046783625731,0.9046920821114368,0.903367496339678
1,GPT2,6,0.8864285714285715,0.9054263565891472,0.8563049853372434,0.880180859080633
1,GPT2,7,0.8964285714285715,0.9228346456692912,0.8592375366568915,0.8899012908124525
1,GPT2,8,0.8935714285714286,0.8716875871687587,0.9164222873900292,0.8934953538241601
1,GPT2,9,0.9035714285714286,0.9162861491628614,0.8826979472140762,0.8991784914115011
1,GPT2,10,0.8921428571428571,0.8992481203007519,0.8768328445747801,0.8878990348923533
2,GPT2,1,0.905,0.9255813953488372,0.875366568914956,0.8997739261492087
2,GPT2,2,0.9064285714285716,0.8907801418439716,0.9208211143695014,0.905551550108147
2,GPT2,3,0.8971428571428571,0.9338709677419356,0.8489736070381232,0.8894009216589862
2,GPT2,4,0.8971428571428571,0.8876080691642652,0.9032258064516128,0.8953488372093024
2,GPT2,5,0.8985714285714286,0.8935860058309038,0.8988269794721407,0.8961988304093568
2,GPT2,6,0.905,0.9078751857355126,0.8958944281524927,0.9018450184501844
2,GPT2,7,0.8871428571428571,0.9030769230769232,0.8607038123167156,0.8813813813813813
2,GPT2,8,0.9028571428571428,0.8933717579250721,0.9090909090909092,0.9011627906976744
2,GPT2,9,0.9057142857142856,0.8873239436619719,0.9237536656891496,0.9051724137931034
2,GPT2,10,0.9057142857142856,0.9092261904761904,0.8958944281524927,0.9025110782865584
3,GPT2,1,0.8864285714285715,0.871977240398293,0.8988269794721407,0.8851985559566787
3,GPT2,2,0.8985714285714286,0.9141104294478528,0.873900293255132,0.8935532233883059
3,GPT2,3,0.905,0.9019033674963396,0.9032258064516128,0.9025641025641026
3,GPT2,4,0.905,0.9030837004405288,0.9017595307917888,0.9024211298606016
3,GPT2,5,0.8971428571428571,0.9026946107784432,0.8841642228739003,0.8933333333333333
3,GPT2,6,0.8907142857142857,0.8569500674763832,0.9310850439882696,0.8924806746310612
3,GPT2,7,0.8992857142857142,0.9079939668174962,0.8826979472140762,0.8951672862453531
3,GPT2,8,0.91,0.9100294985250738,0.9046920821114368,0.9073529411764706
3,GPT2,9,0.8907142857142857,0.9100775193798448,0.8607038123167156,0.8847023360964582
3,GPT2,10,0.9092857142857144,0.9411764705882352,0.8680351906158358,0.9031273836765829
1,SCSGuard,1,0.9014285714285716,0.8919308357348703,0.907624633431085,0.8997093023255814
1,SCSGuard,2,0.9042857142857142,0.9041297935103244,0.8988269794721407,0.901470588235294
1,SCSGuard,3,0.9071428571428573,0.9285714285714286,0.8768328445747801,0.9019607843137256
1,SCSGuard,4,0.9042857142857142,0.8982558139534884,0.906158357771261,0.9021897810218978
1,SCSGuard,5,0.8971428571428571,0.8991097922848664,0.8885630498533724,0.8938053097345132
1,SCSGuard,6,0.8964285714285715,0.8931185944363104,0.8944281524926686,0.8937728937728938
1,SCSGuard,7,0.9007142857142857,0.8829337094499294,0.9178885630498532,0.9000718907260963
1,SCSGuard,8,0.9114285714285716,0.918918918918919,0.8973607038123167,0.9080118694362018
1,SCSGuard,9,0.9107142857142856,0.9264931087289432,0.8870967741935484,0.906367041198502
1,SCSGuard,10,0.9028571428571428,0.8991228070175439,0.9017595307917888,0.9004392386530015
2,SCSGuard,1,0.9035714285714286,0.8958031837916064,0.907624633431085,0.9016751638747268
2,SCSGuard,2,0.9164285714285716,0.9420970266040688,0.8826979472140762,0.9114307342922028
2,SCSGuard,3,0.9057142857142856,0.9154078549848944,0.8885630498533724,0.9017857142857144
2,SCSGuard,4,0.9085714285714286,0.9014492753623188,0.9120234604105572,0.9067055393586004
2,SCSGuard,5,0.9042857142857142,0.918960244648318,0.8812316715542522,0.8997005988023952
2,SCSGuard,6,0.9021428571428572,0.9185867895545314,0.8768328445747801,0.8972243060765192
2,SCSGuard,7,0.9085714285714286,0.9287925696594428,0.8797653958944281,0.9036144578313252
2,SCSGuard,8,0.9021428571428572,0.9061102831594636,0.8914956011730205,0.8987435328898744
2,SCSGuard,9,0.9057142857142856,0.9008746355685132,0.906158357771261,0.9035087719298246
2,SCSGuard,10,0.9064285714285716,0.9021897810218978,0.906158357771261,0.9041697147037308
3,SCSGuard,1,0.8964285714285715,0.8908296943231441,0.8973607038123167,0.8940832724616509
3,SCSGuard,2,0.9028571428571428,0.9239130434782608,0.8724340175953079,0.8974358974358975
3,SCSGuard,3,0.9007142857142857,0.9235569422776913,0.8680351906158358,0.8949357520786092
3,SCSGuard,4,0.8971428571428571,0.9190031152647976,0.8651026392961877,0.8912386706948641
3,SCSGuard,5,0.9121428571428573,0.914074074074074,0.9046920821114368,0.9093588798820929
3,SCSGuard,6,0.9014285714285716,0.9171779141104296,0.8768328445747801,0.896551724137931
3,SCSGuard,7,0.9142857142857144,0.9244712990936556,0.8973607038123167,0.9107142857142856
3,SCSGuard,8,0.8942857142857142,0.8880813953488372,0.8958944281524927,0.891970802919708
3,SCSGuard,9,0.9142857142857144,0.9206586826347304,0.9017595307917888,0.9111111111111112
3,SCSGuard,10,0.9042857142857142,0.8903133903133903,0.9164222873900292,0.903179190751445
1,T5,1,0.9014285714285716,0.912121212121212,0.8826979472140762,0.8971684053651267
1,T5,2,0.8964285714285715,0.8954344624447718,0.8914956011730205,0.893460690668626
1,T5,3,0.8907142857142857,0.8918518518518519,0.8826979472140762,0.8872512896094326
1,T5,4,0.8942857142857142,0.8985074626865671,0.8826979472140762,0.8905325443786982
1,T5,5,0.8971428571428571,0.9051204819277108,0.8812316715542522,0.8930163447251115
1,T5,6,0.8914285714285715,0.9015151515151516,0.8724340175953079,0.886736214605067
1,T5,7,0.8964285714285715,0.9013452914798208,0.8841642228739003,0.8926720947446336
1,T5,8,0.8957142857142857,0.9227129337539433,0.8577712609970675,0.8890577507598785
1,T5,9,0.905,0.9078751857355126,0.8958944281524927,0.9018450184501844
1,T5,10,0.9028571428571428,0.9187116564417178,0.8782991202346041,0.8980509745127436
2,T5,1,0.9078571428571428,0.9183055975794252,0.8900293255131965,0.9039463886820552
2,T5,2,0.8935714285714286,0.8856729377713459,0.8973607038123167,0.8914785142024764
2,T5,3,0.8892857142857142,0.8802308802308803,0.8944281524926686,0.8872727272727273
2,T5,4,0.8928571428571429,0.9067278287461774,0.8695014662756598,0.8877245508982036
2,T5,5,0.905,0.9140271493212668,0.8885630498533724,0.9011152416356876
2,T5,6,0.8985714285714286,0.9115853658536586,0.8768328445747801,0.8938714499252616
2,T5,7,0.9028571428571428,0.9026548672566372,0.8973607038123167,0.9
2,T5,8,0.8914285714285715,0.9027355623100304,0.8709677419354839,0.8865671641791045
2,T5,9,0.9014285714285716,0.907185628742515,0.8885630498533724,0.8977777777777778
2,T5,10,0.8971428571428571,0.9051204819277108,0.8812316715542522,0.8930163447251115
3,T5,1,0.895,0.9022556390977444,0.8797653958944281,0.89086859688196
3,T5,2,0.8971428571428571,0.9063444108761328,0.8797653958944281,0.8928571428571429
3,T5,3,0.8778571428571429,0.8751835535976505,0.873900293255132,0.8745414526779164
3,T5,4,0.895,0.888243831640058,0.8973607038123167,0.8927789934354485
3,T5,5,0.8978571428571429,0.9089529590288316,0.8782991202346041,0.8933631618195377
3,T5,6,0.8857142857142857,0.8826979472140762,0.8826979472140762,0.8826979472140762
3,T5,7,0.9035714285714286,0.9088191330343796,0.8914956011730205,0.9000740192450037
3,T5,8,0.9014285714285716,0.9084084084084084,0.8870967741935484,0.8976261127596439
3,T5,9,0.9014285714285716,0.8965014577259475,0.9017595307917888,0.8991228070175439
3,T5,10,0.8935714285714286,0.9081163859111792,0.8695014662756598,0.8883895131086142
1,ECAEfficientNet,1,0.8635714285714285,0.8991869918699187,0.8108504398826979,0.8527370855821126
1,ECAEfficientNet,2,0.8642857142857143,0.8660714285714286,0.8533724340175953,0.8596750369276218
1,ECAEfficientNet,3,0.8571428571428571,0.8492753623188406,0.8592375366568915,0.8542274052478134
1,ECAEfficientNet,4,0.865,0.8437935843793585,0.8870967741935484,0.8649035025017869
1,ECAEfficientNet,5,0.8814285714285715,0.8816568047337278,0.873900293255132,0.8777614138438881
1,ECAEfficientNet,6,0.8664285714285714,0.880184331797235,0.8401759530791789,0.859714928732183
1,ECAEfficientNet,7,0.8635714285714285,0.8626292466765141,0.8563049853372434,0.8594554819720382
1,ECAEfficientNet,8,0.8621428571428571,0.8643815201192251,0.8504398826979472,0.8573540280857354
1,ECAEfficientNet,9,0.8664285714285714,0.8710644677661169,0.8519061583577713,0.8613787991104522
1,ECAEfficientNet,10,0.8742857142857143,0.891640866873065,0.844574780058651,0.8674698795180723
2,ECAEfficientNet,1,0.8707142857142857,0.8733233979135618,0.8592375366568915,0.8662232076866223
2,ECAEfficientNet,2,0.8792857142857143,0.8712011577424024,0.8826979472140762,0.876911871813547
